"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0211","01-项目/meta-abilities/专注.md","81","**关机仪式**：时间块结束花5分钟写——今天到哪、明天从哪开始、未闭合的循环。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0212","01-项目/meta-abilities/专注.md","86","**第一步：Day 0——测量你的现状A。** 连续3天记录：(1)每天被动拿起手机次数；(2)每天最长连续不中断工作分钟数（不是""工作""，是""不被任何通知/切换打断的连续工作""）；(3)每天实际深度产出（字数/代码行/问题解决数）。取3天平均——这就是你的专注力A。大多数人的A：被动拿起手机20-40次/天，最长连续工作<15分钟。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0213","01-项目/meta-abilities/专注.md","88","**第二步：定义目标B——分三阶段。** 阶段1（第1-7天）：被动拿起手机<15次/天。操作：通知清零+充电器移出卧室+电脑断网。阶段2（第8-21天）：最长连续工作≥60分钟。操作：深度时间块每天固定2小时（手机关机/另一个房间）+关机仪式。阶段3（第22-30天）：日均深度产出翻倍。操作：维持上述所有操作，开始追踪产出数据。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0214","01-项目/meta-abilities/专注.md","92","**第四步：判断B是否达成。** 连续7天被动拿起<5次/天+最长连续工作>90分钟→B达成。此时你的深度工作能力已从碎片化恢复为连续化。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0215","01-项目/meta-abilities/专注.md","107","**清晰目标**：你知道这一刻要做什么。不是""今天要写文章""——是""接下来30分钟我要写完第三段的论证部分""。目标越具体，心流触发越快。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0216","01-项目/meta-abilities/专注.md","119","一位外科医生描述他在一次复杂手术中的体验——手术持续了八小时，他以为只过了两小时。""不是时间过得快——是根本没有时间的概念。整个世界缩小到了我手上的手术刀和病人身体之间那几厘米的空间。护士递工具，我接过来——这些动作不在我的意识里。我的意识完全占据了手术的每一个决策点。""","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0217","01-项目/meta-abilities/元认知.md","18","你在生气。如果你100%在生气——你就是那个生气。你没有""观察生气的自己""——你被生气吞了。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0218","01-项目/meta-abilities/元认知.md","20","如果你80%在生气，20%在观察——脑子里有一个声音说""我注意到我正在生气""。那个声音不是生气——它在生气旁边。它给了你""选择不吼出来""的间隙。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0219","01-项目/meta-abilities/元认知.md","38","**每日呼吸观察5分钟**。练的不是""专注""——是""注意到自己走神了""的能力。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0220","01-项目/meta-abilities/元认知.md","40","**每日思维回放5分钟**。睡前回放今天一个情绪波动时刻——事实→感受→原因。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0221","01-项目/meta-abilities/元认知.md","59","不是""感觉更平静了""——是脑结构在物理层面被改变了。八周的每天平均27分钟正念练习。可测量的灰质密度变化。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0222","01-项目/meta-abilities/元认知.md","63","**第一阶（日课·呼吸观察5分钟）**：不对抗思绪，不追求""不想东西""。只是观察呼吸——然后注意到思绪飘走了——然后回到呼吸。练的不是""专注""，是""注意到自己没在专注""的那个觉察瞬间。那一个瞬间就是元认知——你在观察自己的注意力。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0223","01-项目/meta-abilities/元认知.md","65","**第二阶（日课·思维回放5分钟）**：睡前回放今天一个情绪波动时刻。发生了什么→感觉到了什么→为什么会有那种感觉→下次可以有什么不同。练的是""在情绪发生后拉开一段距离观察它""。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0224","01-项目/meta-abilities/系统思维.md","18","Donella Meadows说系统由三层构成——要素（组件）、连接（规则和信息流）、功能/目的（系统的目标函数）。改变系统最有效的方式不是换零件——是改连接结构。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0225","01-项目/meta-abilities/系统思维.md","25","**每日系统笔记**：任何问题花5分钟拆——要素、连接、目标函数。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0226","01-项目/meta-abilities/系统思维.md","44","**(12) 参数**——调数字。更努力、更自律、更高效、工资涨5%。最弱杠杆——因为参数是系统的输出，不是输入。改变输出不会改变系统的运行方式。你把自己逼得更努力——但系统的结构（你每天早上第一个动作、信息摄入来源、环境设计）没有变——你的""更努力""会被系统结构的反作用力抵消。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0227","01-项目/meta-abilities/系统思维.md","50","**(9) 延迟**——缩短因果关系之间的时间差。缩短""行动→看到结果""的反馈周期。写公众号（延迟2-3天看到数据）→改发即刻碎片（延迟2-3小时看到数据）。延迟越短→学习越快。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0228","01-项目/meta-abilities/系统思维.md","89","**输入审计**：过去一年我的信息摄入来源——推荐流占比vs主动搜索占比。信息摄入的质量上限=决策质量的上限。**规则审计**：过去一年的关键习惯和环境设计——哪些规则在自动替我做出好决定（手机不进卧室），哪些规则在被忽视（周末作息）。**产出审计**：过去一年的产出——资产层产出（文章/代码/产品——可以继续产生复利的东西）vs消费层产出（回邮件/开会/整理——做完就没了）。**杠杆层审计**：Meadows十二杠杆——今年时间花在哪个层。L12参数层___%。L8-5改规则/信息流___%。L3-2换目标/范式___%。明年转移10%从L12到L8-5。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0229","01-项目/meta-abilities/系统思维.md","92","每年12月最后一周——做一次完整审计。记录四个维度的数据。对比去年——系统在进化还是退化。设定明年唯一的杠杆转移目标（如""从L12参数层的70%降到60%，L8-5从10%升到20%""）。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0230","01-项目/meta-abilities/创造力.md","50","白帽（事实）：只关心客观数据——""我们有什么信息？缺少什么信息？""红帽（情感）：只关心直觉和感受——""我对这件事的直觉是什么？""黑帽（风险）：只关心哪里可能出错——""最坏的情况是什么？""黄帽（乐观）：只关心机会和价值——""最好的情况是什么？""绿帽（创意）：只关心新可能性——""有什么完全不同的做法？""蓝帽（控制）：管理思考过程——""我们下一步应该用哪顶帽子？""","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0231","01-项目/meta-abilities/创造力.md","61","James Webb Young在1939年写了一本不到50页的小册子，后来成了广告和创意行业的圣经。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0232","01-项目/meta-abilities/创造力.md","63","**第一步：收集素材。** 两种素材——特定素材（跟你当前要解决的问题直接相关的深度资料）和一般素材（跟问题无关的广泛积累——读杂书、看电影、逛美术馆、旅行）。大多数人只做第一种——盯着问题找答案。Young说第二种同等重要——因为解决方案可能来自完全不相关的领域。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0233","01-项目/meta-abilities/创造力.md","67","**第三步：放下。** 完全不再有意识地想这个问题。散步、看电影、睡觉。大脑的无意识加工作业在后台继续——默认模式网络在无人监管下自由连接。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0234","01-项目/meta-abilities/创造力.md","71","**第五步：推向现实。** 想法在脑子里是完美的——落到现实里必然暴露缺陷。暴露缺陷→修正→再试→再修正。这步淘汰了90%的""好想法""——它们在脑子里很好，在现实中站不住。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0235","01-项目/meta-abilities/情绪调节.md","18","有人说让你生气的话。杏仁核检测威胁→释放肾上腺素和皮质醇→心跳加速、呼吸变浅、肌肉绷紧。这波生理浪潮——90秒内自然消退。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0236","01-项目/meta-abilities/情绪调节.md","20","但你没有让它退。你在脑子里反复播放那个人说的话——""他凭什么这样""——杏仁核再放一波，再放一波。每一次回放都在重新激活那波浪潮。你以为情绪持续了一个下午——是90秒的浪潮被你手动重播了几十遍。往池塘扔一块石头，涟漪扩散到岸边水面恢复平静大概90秒；如果在水面还没恢复时又扔石头，涟漪永远不会消失。两个路人在街上撞了一下：第一个人越想越气回头骂了一句吵起来，损失了一个下午的平静；第二个人深呼吸默数了二十秒，浪潮退下去走远了，花了二十秒买回了整个下午。同样的刺激，不同的结局。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0237","01-项目/meta-abilities/情绪调节.md","32","**90秒规则**：情绪特别强烈时——不做任何行为反应，默数90秒。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0238","01-项目/meta-abilities/情绪调节.md","46","**第二步：定义目标B。** B1（第1-7天）：每次情绪触发后，能在90秒内完成一次RAIN观察（不要求不爆发，只要求""观察了""）。B2（第8-14天）：情绪触发后，恢复时间从A的平均值降到一半。B3（第15-21天）：至少50%的情绪触发事件中，做到了""观察→不冲动行为""。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0239","01-项目/meta-abilities/情绪调节.md","48","**第三步：执行。** 日课：呼吸观察5分钟（训练觉察肌肉）+认知重评微练习（每天找一个负面情绪切换一种解释）。周课：去中心化日记+情绪触发清单更新。月课：情境选择审计（被触发最多的前三个情境→下月避开）。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0240","01-项目/meta-abilities/情绪调节.md","52","**第五步：判断B是否达成。** 连续两周恢复时间<5分钟+冲动行为率<20%→B达成。此时你的情绪调节从""被控制""切换为""有选择""。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0241","01-项目/meta-abilities/情绪调节.md","66","**呼吸观察**（日课）→**90秒规则**（情绪来时——不做任何反应，默数90秒让浪潮自然退）→**认知重评日志**（周课·写""触发事件→自动解释→另一种可能的解释""）→**情境选择清单**（月课·列出并主动避开最高频的触发情境）","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0242","01-项目/meta-abilities/情绪调节.md","71","- 呼吸观察5分钟（练觉察）","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0243","01-项目/meta-abilities/情绪调节.md","72","- 90秒规则（情绪来时默数90秒，不做行为反应）","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0244","01-项目/meta-abilities/情绪调节.md","81","- Barrett数据库更新（本月在同样类型的触发下尝试了多少次不同解释——至少3次新解释=数据库在更新）","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0245","01-项目/meta-abilities/执行.md","28","BJ Fogg在斯坦福研究了二十年的行为设计，得出了一个完全相反的结论：问题不在你。问题在你的行为设计。你一直在试图用""动机""（Motivation）来驱动行为，但动机是人类心理系统里最不可靠的变量。它像海浪——涨潮时你觉得什么都能做，退潮时你连起床都觉得费力。用海浪来驱动一艘船的航行——不是船的问题，是你在用一个不稳定的能源。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0246","01-项目/meta-abilities/执行.md","60","看看两个戒烟的人。第一个人决定""从今天起一根不抽""，动机高峰撑了三天，第四天朋友递了一根，接了过来。第二个人没有决定""从今天起一根不抽""，他先改了一个更小的行为——""起床后第一根烟推迟30分钟""。不是不抽，是推迟。这一步的坡度几乎不需要意志力。一周后延迟到了60分钟，再一周延迟到了午饭前。三个月后一天只抽三根，六个月后归零。他没有""戒掉烟""——他设计了从起点到终点的滑梯，每一步的坡度都不需要意志力。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0247","01-项目/meta-abilities/执行.md","68","起点和终点之间的差距太大，一次跳跃必然失败。把整个差距拆成至少五到十个微小台阶，每个台阶只比上一个难一点点——主观费力感增幅不超过一分。规则很简单：当前台阶连续三天完成率百分百，就进入下一个台阶；完成率低于百分之六十，就退回到上一个台阶，把坡度再调缓一些。每个台阶都过一遍Fogg MAP检查：动机在一天中什么时候最高就安排在什么时候，能力还能不能再降低，触发信号放在不可能错过的地方了吗。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0248","01-项目/meta-abilities/执行.md","104","Wendy Wood在《Good Habits, Bad Habits》里用几十年的研究数据推翻了一个流行了几十年的迷思——习惯的改变靠""决心""和""意志力""。她的核心发现：人类每天43%的行为是习惯驱动的——不是决策驱动的。你每天早上怎么刷牙、走哪条路去上班、坐下来先打开什么——这些不是你""决定""的，是你的基底节在自动执行的存储程序。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0249","01-项目/meta-abilities/执行.md","106","Wood的研究表明——习惯改变的最有效策略不是""下决心""，不是""自我监控""，不是""设立奖惩""。最有效的策略是""环境重设计""——改变触发习惯的物理环境信号。把坏习惯的触发信号从环境里移除——坏习惯自然萎缩。把好习惯的触发信号放在你不可能错过的地方——好习惯自然生长。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0250","01-项目/meta-abilities/执行.md","118","第二个人搬了家。新家的冰箱里没有冰淇淋。新家附近的超市他不熟悉——晚上八点想买冰淇淋得开车十五分钟。第一个月他瘦了五斤——不是因为""更自律""，是因为他的新环境里没有触发""吃冰淇淋""的信号。环境替他做了决定。Wood的数据——搬家、换工作、分手——这些重大生活变化期的习惯改变成功率是平时的3倍。因为环境信号被大规模重置了——所有旧习惯的触发器同时消失了。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0251","01-项目/meta-abilities/执行.md","131","选明天。不是写""明天要做的事""——是画一张明天的时间表。每30分钟一个格子。把明天该做的事填进格子里——不是""上午写文章""，是""9:00-11:00写文章""。到时间了——不需要""决定""要不要写，表上写了，你照做。一天结束——回看表上完成了几个格子。不是为了""评估效率""，是为了让你看到——""我实际的一天和我计划的一天之间差了多少""。下周根据这个差距调整时间盒的分配。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0252","01-项目/meta-abilities/执行.md","144","**障碍三：初始阻力。** 开始新行为的启动摩擦力远大于继续已开始的行为。牛顿定律行为版——静止的物体倾向于保持静止。对策：MVS——把行为压缩到""荒谬地小""。不是""做50个俯卧撑""——是""趴在垫子上做1个""。不是""写2000字""——是""打开文档写一行字""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0253","01-项目/meta-abilities/执行.md","176","BJ Fogg的B=MAP是行为设计底座。Wendy Wood的43%习惯驱动是环境设计依据。Nir Eyal的内部触发管理是分心根因方案。Katy Milkman的三大障碍+三对策是应用层工具箱。James Clear的身份锚定是长期维持层。五层合一——执行从""我要更努力""变为""我设计了一个让正确行为自动发生的系统""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0254","01-项目/meta-abilities/执行.md","209","互锁系统的设计原则——每个习惯的""完成""变成下一个习惯的""提示""。晨间堆叠链：起床→喝水→打开窗帘（晨光10分钟）→穿上跑鞋出门（运动MVS）→回来洗完澡→打开Typora写一行字（写作MVS）。五个习惯被锁成一条链——第一个习惯的完成自动触发第二个。你不需要""记得""做这五件事——你只需要完成第一个（起床），后面的四个被链式自动触发。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0255","01-项目/meta-abilities/执行.md","233","James Clear在《原子习惯》里提出了习惯改变的三层模型。最外层——结果层（""我想减10斤""）。中间层——过程层（""我每天跑步30分钟""）。最内层——身份层（""我是一个每天运动的人""）。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0256","01-项目/meta-abilities/执行.md","235","结果层最容易失败——因为结果不在你的直接控制范围内。你可以每天跑步30分钟，但体重可能因为饮食、睡眠、压力没降。结果没达成→觉得""没用""→放弃。身份层最不容易失败——因为身份不需要验证。你今天跑了——你是。今天没跑——你也是，只是一天没跑。明天继续。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0257","01-项目/meta-abilities/执行.md","250","三个经典预承诺策略——尤利西斯合约（Ulysses Contract）：你提前把自己绑在桅杆上，让塞壬的歌声无法诱惑你。现代版——删除游戏App（不是""控制自己不打""，是""让自己打不了""）。损失厌恶杠杆：你提前放一笔钱在朋友那里，告诉他""如果我这周没写完文章，这笔钱就捐给我最讨厌的政党""。损失厌恶系数约2:1——你为了避免损失愿意付出比追求收益多一倍的努力。公开承诺：你在朋友圈/即刻上公开发布""接下来30天每天写300字，如果中断一天就在群里发200块红包""。公开承诺触发了Cialdini的""承诺一致""原则——你的大脑不喜欢""在公开场合说话不算话""的认知失调。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0258","01-项目/meta-abilities/执行.md","263","**阶段一：MVS启动期（第1-30天）。** 唯一目标——每天完成最低剂量。不是""养成习惯""，是""让基底节开始接收重复信号""。MVS的标准——你可以在任何状态下完成（感冒、失眠、分手）。如果MVS在某天中断了——不补，第二天继续。连续性比单次质量重要一百倍。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0259","01-项目/meta-abilities/执行.md","265","**阶段二：习惯堆叠整合期（第31-60天）。** MVS已经半自动化。开始把MVS接在已有习惯后面——用旧习惯的自动化带动新习惯的巩固。在这个阶段——中断的主要原因是""锚点习惯""本身不稳定。如果你的锚点是""刷牙""，但你有时候会不刷牙——换一个更可靠的锚点。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0260","01-项目/meta-abilities/执行.md","267","**阶段三：环境自动化期（第61-90天）。** 习惯已经比较稳定。开始用Wood的环境设计原则——把触发信号放在不可能错过的地方。跑鞋永远在床边。维生素永远在键盘上。这个阶段的目标——不是你""记得""做，是你""不可能不碰到触发信号""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0261","01-项目/meta-abilities/执行.md","269","**阶段四：身份锚定期（第91-365天）。** 习惯已经基本自动化。开始用Clear的身份层——不是""我在做X""，是""我是一个做X的人""。这个阶段的目标——行为已经和身份融合。你不需要""坚持""——因为不做反而需要解释（""我是一个写作者，我今天为什么没写？""）。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0262","01-项目/meta-abilities/执行.md","278","BJ Fogg的B=MAP是行为设计底座——行为=动机×能力×提示。Wendy Wood的43%习惯驱动是环境设计依据——改变环境信号比改变决心有效。Charles Duhigg的习惯回路是重写工具——提示和奖励不变，替换中间的行为。Nir Eyal的内部触发管理是分心根因方案——分心不是注意力问题，是情绪逃避。Katy Milkman的三大障碍+三对策是应用工具箱——即时满足捆绑、提示强化、MVS。James Clear的身份锚定是长期维持层——""我是写作者""比""我在尝试写作""有效一百倍。六层合一——执行从""我要更努力""变为""我设计了一个让正确行为自动发生的系统""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0263","01-项目/meta-abilities/执行.md","286","→ **自学（Ch1）**：MVS（每天一行字）=自学的启动引擎。Fogg模型解释为什么""每天学2小时""失败而""每天一行字""成功——前者能力门槛太高，后者动机为零也能完成。→ **健康（Ch4）**：身体状态=Fogg模型中动机和能力变量的底层控制器。晨光+运动+饮食决定执行下限。→ **决策（Ch5）**：预承诺=用Type1决策保护Type2执行。Baumeister意志力=决策资源有限——早上做重要决策，晚上避免。→ **戒断（Ch12）**：环境设计=两者共同的核心工具。删除App=尤利西斯合约。→ **系统思维（Ch8）**：Fogg模型=Meadows杠杆的行为层应用——改变提示（L6信息流结构）比改变动机（L12参数）有效得多。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0264","01-项目/meta-abilities/执行.md","291","BJ Fogg的B=MAP是行为设计底座——行为=动机×能力×提示。Wendy Wood的43%习惯驱动是环境设计依据——改变环境信号比改变决心有效。Charles Duhigg的习惯回路是重写工具。Nir Eyal的内部触发管理是分心根因方案。Katy Milkman的三大障碍+三对策是应用工具箱。James Clear的身份锚定是长期维持层——""我是写作者""比""我在尝试写作""有效。预承诺用清醒时的理性替未来做决定。四阶段模型——MVS启动→习惯堆叠整合→环境自动化→身份锚定。八层合一——执行从""我要更努力""变为""我设计了一个让正确行为自动发生的系统""。基底节不看质量，看频率。复利不看单次产出，看连续性。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0265","01-项目/meta-abilities/执行.md","297","比MVS更激进——""每天做1个俯卧撑的人，一年后比每月去一次健身房练到力竭的人肌肉更强。""不是1个有效——是""每天做""训练基底节。每天只设一个迷你习惯。超额是奖励，不是义务。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0266","01-项目/meta-abilities/戒断.md","39","Brewer的""正念戒断""——不是""压制渴求""。是""观察渴求""。当一个渴求出现时，不做任何行为反应，只是观察身体的感觉——心跳加速、手心出汗、脑子里反复出现喝酒或刷手机的画面。把这个感觉当作一个在实验室里观察的样本，不评判不压制不行动。他的临床数据显示，用正念训练替代意志力戒断的人复发率比传统戒断组低了百分之四十——不是因为他们更能忍，是因为他们学会了在渴求和行动之间插入一个观察的间隙，这个间隙最初可能只有两秒，训练久了可以延长到十秒、三十秒、九十秒。Lembke说的九十秒情绪浪潮自然退去，在渴求上也成立——大多数渴求浪潮在九十秒内会自然退去，如果你不去反复激活它的话。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0267","01-项目/meta-abilities/戒断.md","48","Gabor Maté在《In the Realm of Hungry Ghosts》里用几十年的临床经验得出了一个让人不舒服的结论——成瘾的根源不是""这个人意志力薄弱""或""这个人道德有缺陷""。成瘾的根源是创伤。每一个成瘾行为的背后——都藏着一个这个人在清醒时无法面对的痛苦。海洛因不是问题——海洛因是这个人给自己找到的最有效的止痛药。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0268","01-项目/meta-abilities/戒断.md","50","Maté的观点和Rat Park实验（Bruce Alexander, 1978）完全吻合。标准笼子里的老鼠喝吗啡水喝到死——不是因为吗啡有多强，是因为笼子是空的。老鼠乐园里的老鼠几乎不碰吗啡水——不是因为它们""更自律""，是因为它们的环境提供了连接、意义、进展。成瘾的核心驱动力不是物质，是隔离。不是""你太喜欢这个东西""——是""你的生活里除了这个东西什么都没有""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0269","01-项目/meta-abilities/戒断.md","59","Carl Hart是哥伦比亚大学的神经科学教授，也是第一个拿到终身教职的非裔美国药物研究者。他在《Drug Use for Grown-Ups》里提出了一个让全世界药物政策制定者都不舒服的观点——大多数人对""药物成瘾""的理解是被扭曲的。不是""药物太强了所以任何人接触都会上瘾""。是""当一个人的人生中没有更好的替代选项时——药物成了唯一的选择""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0270","01-项目/meta-abilities/戒断.md","63","Hart的结论不是""药物不危险""——是""成瘾的核心变量不是药物本身，是使用药物的人所处的环境""。这和Rat Park实验、和Maté的创伤理论完全一致——成瘾的三条腿：物质、个体、环境，少任何一条，成瘾的概率断崖式下降。这就好比两个人在沙漠里快渴死了，看到卖水的摊子，第一瓶一千块买了，第二瓶五百也买了，第三瓶一百继续买——喝到撑了还在买，因为他刚从""快要渴死""的状态里出来。然后他们走出沙漠回到了城市，到处是水——自来水、矿泉水、免费的饮水机。摊子还在但没人买了。不是水变了，是渴消失了。成瘾就是那个沙漠——你不是太喜欢这个东西，是你的生活里没有其他水源。走出沙漠，水源到处都是，你不需要再买那个摊子的水了。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0271","01-项目/meta-abilities/戒断.md","72","在那些社会连接最紧密的国家——即使药物使用率高，成瘾率也极低。因为在那些国家，人的生活中不缺连接——不缺归属感、不缺被需要的感觉、不缺意义。药物只是一个""偶尔使用的物质""——不是""唯一的止痛药""。在那些社会连接最脆弱的地区——即使药物可得性低，成瘾率也极高。因为药物是他们能找到的最有效的""连接替代品""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0272","01-项目/meta-abilities/戒断.md","85","Brewer的RAIN协议——Recognize识别（""我注意到一个渴求出现了""）。Accept接纳（""好吧，这个感觉在这里了""，不推开不压制）。Investigate探究（""我的身体哪个部位有感觉——心跳、呼吸、肌肉""）。Note标注（""胸口有紧绷感""""手掌在出汗""""脑子里有画面""）。30-90秒完成——渴求从""吞没我的巨浪""变成""我可以在实验室里研究的样本""。Lembke的90秒浪潮——如果你不反复播放触发信号，浪潮在90秒内退去。RAIN帮你撑过这90秒。","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0273","01-项目/meta-abilities/戒断.md","107","Lembke强调数字成瘾的独特性——可得性无限（手机在口袋，0.3秒拿到），剂量精准（算法工程师用A/B测试精确优化成瘾性），社会许可（没人会在餐桌上拿出海洛因，但每个人都在刷手机）。你不是在对抗""自己""——你是在对抗年薪百万的算法团队和整个社会的默认行为模式。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0274","01-项目/meta-abilities/戒断.md","117","- 24小时多巴胺断食（每季度至少一次）——无短视频/游戏/推荐流/精制糖","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0275","01-项目/meta-abilities/戒断.md","118","- Brewer正念渴求观察——渴求来时不行动，观察身体感觉60-90秒","psychology-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0276","01-项目/meta-abilities/戒断.md","119","- Lembke低多巴胺窗口（学习/工作前30分钟不碰屏幕）","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0277","01-项目/meta-abilities/戒断.md","133","- 24小时多巴胺断食执行（记录每小时主观感受——戒断反应在减弱吗）","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
